"";"subj.id";"Duration__in_seconds_";"RecordedDate";"Q_RecaptchaScore";"consent";"age";"gender";"educ";"prior.climate.pos";"prior.climate.cert";"prior.climate.imp";"prior.climate.diff";"att.check.birthday";"prior.climate.act_1";"prior.gmo.pos";"prior.gmo.cert";"prior.gmo.imp";"prior.gmo.diff";"prior.hom.pos";"prior.hom.cert";"prior.hom.imp";"prior.hom.diff";"att.memory1";"att.memory2";"t.hard.clim.rt_First_Click";"t.hard.clim.rt_Last_Click";"t.hard.clim.rt_Page_Submit";"t.hard.clim.rt_Click_Count";"t.hard.clim.resp.s";"t.hard.clim.resp.s_DO_0";"t.hard.clim.resp.s_DO_1";"t.hard.clim.resp.ns";"t.hard.clim.resp.ns_DO_1";"t.hard.clim.resp.ns_DO_0";"t.hard.clim.eff";"t.hard.clim.diff";"t.hard.clim.frustr";"t.hard.clim.percc";"t.hard.gmo.rt_First_Click";"t.hard.gmo.rt_Last_Click";"t.hard.gmo.rt_Page_Submit";"t.hard.gmo.rt_Click_Count";"t.hard.gmo.resp.s";"t.hard.gmo.resp.s_DO_1";"t.hard.gmo.resp.s_DO_0";"t.hard.gmo.resp.ns";"t.hard.gmo.resp.ns_DO_0";"t.hard.gmo.resp.ns_DO_1";"t.hard.gmo.eff";"t.hard.gmo.diff";"t.hard.gmo.frustr";"t.hard.gmo.percc";"t.hard.hom.rt_First_Click";"t.hard.hom.rt_Last_Click";"t.hard.hom.rt_Page_Submit";"t.hard.hom.rt_Click_Count";"t.hard.hom.resp.s";"t.hard.hom.resp.s_DO_1";"t.hard.hom.resp.s_DO_0";"t.hard.hom.resp.ns";"t.hard.hom.resp.ns_DO_0";"t.hard.hom.resp.ns_DO_1";"t.hard.hom.eff";"t.hard.hom.diff";"t.hard.hom.frustr";"t.hard.hom.percc";"t.easy.clim.rt_First_Click";"t.easy.clim.rt_Last_Click";"t.easy.clim.rt_Page_Submit";"t.easy.clim.rt_Click_Count";"t.easy.clim.resp.s";"t.easy.clim.resp.s_DO_0";"t.easy.clim.resp.s_DO_1";"t.easy.clim.resp.ns";"t.easy.clim.resp.ns_DO_1";"t.easy.clim.resp.ns_DO_0";"t.easy.clim.eff";"t.easy.clim.diff";"t.easy.clim.frustr";"t.easy.clim.percc";"t.easy.gmo.rt_First_Click";"t.easy.gmo.rt_Last_Click";"t.easy.gmo.rt_Page_Submit";"t.easy.gmo.rt_Click_Count";"t.easy.gmo.resp.s";"t.easy.gmo.resp.s_DO_1";"t.easy.gmo.resp.s_DO_0";"t.easy.gmo.resp.ns";"t.easy.gmo.resp.ns_DO_0";"t.easy.gmo.resp.ns_DO_1";"t.easy.gmo.eff";"t.easy.gmo.diff";"t.easy.gmo.frustr";"t.easy.gmo.percc";"t.easy.hom.rt_First_Click";"t.easy.hom.rt_Last_Click";"t.easy.hom.rt_Page_Submit";"t.easy.hom.rt_Click_Count";"t.easy.hom.resp.s";"t.easy.hom.resp.s_DO_1";"t.easy.hom.resp.s_DO_0";"t.easy.hom.resp.ns";"t.easy.hom.resp.ns_DO_0";"t.easy.hom.resp.ns_DO_1";"t.easy.hom.eff";"t.easy.hom.diff";"t.easy.hom.frustr";"t.easy.hom.percc";"num1";"num2";"num3";"num4";"num5";"num6_4";"num6_5";"num7";"num8";"num9";"polit.lr";"polit.cult";"polit.econ";"immigr.pos";"gay.pos";"polit.eng1";"polit.eng2";"polit.eng3";"polit.eng4";"sci.trust";"t.hard.clim.sol.rt_First_Click";"t.hard.clim.sol.rt_Last_Click";"t.hard.clim.sol.rt_Page_Submit";"t.hard.clim.sol.rt_Click_Count";"t.hard.clim.sol.resp";"t.hard.gmo.sol.rt_First_Click";"t.hard.gmo.sol.rt_Last_Click";"t.hard.gmo.sol.rt_Page_Submit";"t.hard.gmo.sol.rt_Click_Count";"t.hard.gmo.sol.resp";"t.hard.hom.sol.rt_First_Click";"t.hard.hom.sol.rt_Last_Click";"t.hard.hom.sol.rt_Page_Submit";"t.hard.hom.sol.rt_Click_Count";"t.hard.hom.sol.resp";"t.easy.clim.sol.rt_First_Click";"t.easy.clim.sol.rt_Last_Click";"t.easy.clim.sol.rt_Page_Submit";"t.easy.clim.sol.rt_Click_Count";"t.easy.clim.sol.resp";"t.easy.gmo.sol.rt_First_Click";"t.easy.gmo.sol.rt_Last_Click";"t.easy.gmo.sol.rt_Page_Submit";"t.easy.gmo.sol.rt_Click_Count";"t.easy.gmo.sol.resp";"t.easy.hom.sol.rt_First_Click";"t.easy.hom.sol.rt_Last_Click";"t.easy.hom.sol.rt_Page_Submit";"t.easy.hom.sol.rt_Click_Count";"t.easy.hom.sol.resp";"polit.party";"polit.party_97_TEXT";"nfc1";"nfc2";"nfc3";"homeo.arg.1.time_First_Click";"homeo.arg.1.time_Last_Click";"homeo.arg.1.time_Page_Submit";"homeo.arg.1.time_Click_Count";"homeo.arg.1.str";"homeo.arg.1.cert";"homeo.arg.1.diff";"homeo.arg.1.nov";"homeo.arg.2.time_First_Click";"homeo.arg.2.time_Last_Click";"homeo.arg.2.time_Page_Submit";"homeo.arg.2.time_Click_Count";"homeo.arg.2.str";"homeo.arg.2.cert";"homeo.arg.2.diff";"homeo.arg.2.nov";"homeo.arg.3.time_First_Click";"homeo.arg.3.time_Last_Click";"homeo.arg.3.time_Page_Submit";"homeo.arg.3.time_Click_Count";"homeo.arg.3.str";"homeo.arg.3.cert";"homeo.arg.3.diff";"homeo.arg.3.nov";"homeo.arg.4.time_First_Click";"homeo.arg.4.time_Last_Click";"homeo.arg.4.time_Page_Submit";"homeo.arg.4.time_Click_Count";"homeo.arg.4.str";"homeo.arg.4.cert";"homeo.arg.4.diff";"homeo.arg.4.nov";"homeo.arg.5.time_First_Click";"homeo.arg.5.time_Last_Click";"homeo.arg.5.time_Page_Submit";"homeo.arg.5.time_Click_Count";"homeo.arg.5.str";"homeo.arg.5.cert";"homeo.arg.5.diff";"homeo.arg.5.nov";"homeo.arg.6.time_First_Click";"homeo.arg.6.time_Last_Click";"homeo.arg.6.time_Page_Submit";"homeo.arg.6.time_Click_Count";"homeo.arg.6.str";"homeo.arg.6.cert";"homeo.arg.6.diff";"homeo.arg.6.nov";"homeo.arg.7.time_First_Click";"homeo.arg.7.time_Last_Click";"homeo.arg.7.time_Page_Submit";"homeo.arg.7.time_Click_Count";"homeo.arg.7.str";"homeo.arg.7.cert";"homeo.arg.7.diff";"homeo.arg.7.nov";"homeo.arg.8.time_First_Click";"homeo.arg.8.time_Last_Click";"homeo.arg.8.time_Page_Submit";"homeo.arg.8.time_Click_Count";"homeo.arg.8.str";"homeo.arg.8.cert";"homeo.arg.8.diff";"homeo.arg.8.nov";"homeo.arg.9.time_First_Click";"homeo.arg.9.time_Last_Click";"homeo.arg.9.time_Page_Submit";"homeo.arg.9.time_Click_Count";"homeo.arg.9.str";"homeo.arg.9.cert";"homeo.arg.9.diff";"homeo.arg.9.nov";"homeo.arg.10.time_First_Click";"homeo.arg.10.time_Last_Click";"homeo.arg.10.time_Page_Submit";"homeo.arg.10.time_Click_Count";"homeo.arg.10.str";"homeo.arg.10.cert";"homeo.arg.10.diff";"homeo.arg.10.nov";"instruction.check";"guessing.check";"comment";"condition";"table.clim";"table.gmo";"table.hom";"FL_74_DO_PRIOR.BELIEFS.GMO";"FL_74_DO_PRIOR.BELIEFS.HOM";"FL_19_DO_FL_62";"FL_19_DO_FL_63";"t.hard.clim.order";"t.hard.gmo.order";"t.hard.hom.order";"t.easy.clim.order";"t.easy.gmo.order";"t.easy.hom.order";"t.hard.clim.sol.order";"t.hard.gmo.sol.order";"t.hard.hom.sol.order";"t.easy.clim.sol.order";"t.easy.gmo.sol.order";"t.easy.hom.sol.order";"FL_33_DO_HOMEO.ARG.1";"FL_33_DO_HOMEO.ARG.2";"FL_33_DO_HOMEO.ARG.3";"FL_33_DO_HOMEO.ARG.4";"FL_33_DO_HOMEO.ARG.5";"FL_33_DO_HOMEO.ARG.6";"FL_33_DO_HOMEO.ARG.7";"FL_33_DO_HOMEO.ARG.8";"FL_33_DO_HOMEO.ARG.9";"FL_33_DO_HOMEO.ARG.10";"polit.party.econ";"polit.party.cult";"polit.party.name";"polit.lr3";"polit.cult3";"polit.econ3";"immigr.pos.reversed";"gay.pos.reversed";"ideology";"num1.cor";"num2.cor";"num3.cor";"num4.cor";"num5.cor";"num6.cor";"num7.cor";"num8.cor";"num9.cor";"num";"num01";"crt";"crt01";"NFC.mean"
"665";665;749;2024-04-18 04:47:41;1;1;18;1;3;50;50;20;-27;1;28;0;2;0;33;25;-5;-20;42;4;"kot";74,87;74,87;75,724;1;NA;NA;NA;0;2;1;11;5;-50;21;53,099;58,854;61,351;5;NA;NA;NA;0;2;1;-20;10;20;31;97,235;97,235;100,193;1;0;2;1;NA;NA;NA;10;20;-30;-20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;300;10;0,1;20;100;10;100;8;10;20;3;2;4;1;7;4;3;3;6;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;49,431;49,431;50,078;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;"";6;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,695;23,333;24,282;5;5;5;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,387;20,065;20,773;4;7;5;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"hard";"ns";"ns";"s";2;3;1;NA;1;3;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;1;NA;NA;0;0;"1. Left";0,5;0;0,5;7;1;3,33333333333333;0;1;1;1;1;0;0;1;0;0,555555555555556;1;0,333333333333333;1;6
"666";666;2800;2024-04-18 04:58:06;1;1;48;1;4;-20;31;21;-10;1;31;1;1;21;-20;32;31;31;-20;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;62,356;62,356;63,691;1;NA;NA;NA;0;2;1;20;10;41;42;57,264;57,264;58,365;1;NA;NA;NA;1;2;1;12;10;32;42;1281,149;1281,149;1282,656;1;NA;NA;NA;1;2;1;20;21;49;31;500;10;0,1;20;100;9;10;4;10;39;3;3;4;3;5;7;6;1;7;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;35,37;35,37;36,937;1;7;NA;NA;NA;NA;NA;2;"";6;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;421,451;435,429;436,505;4;3;3;5;4;22,115;40,411;41,371;5;4;2;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;"";"easy";"ns";"ns";"ns";2;3;NA;1;NA;NA;NA;1;2;3;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;2;1;NA;NA;NA;1;0;"2. The Civic Coalition";0,5;0,5;0,5;5;3;3,66666666666667;1;1;1;1;1;0;1;1;1;0,888888888888889;1;1;1;5,33333333333333
"667";667;991;2024-04-18 05:00:03;0,899999976158142;1;34;0;2;23;23;24;24;1;2;-15;15;20;2;10;11;15;12;4;"Kot";6,214;50,302;51,506;33;0;1;2;NA;NA;NA;2;2;2;4;2,622;95,105;96,286;36;NA;NA;NA;0;1;2;2;2;2;2;1,427;49,606;50,408;28;NA;NA;NA;0;1;2;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;100;10;1;2;100;1;100;8;250;20;NA;4;4;2;2;4;5;4;4;4;6,24;35,94;37,503;27;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98;"";4;4;4;2,192;27,142;27,871;26;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,797;28,133;29,127;30;4;4;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;"";"hard";"s";"ns";"ns";1;2;NA;1;3;1;2;NA;NA;NA;1;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;"IDK & Other";NA;0,5;0,5;6;6;5,33333333333333;0;1;0;0;1;0;0;0;0;0,222222222222222;1;0;0;4
"668";668;1352;2024-04-18 05:00:25;0,899999976158142;1;38;0;3;50;50;22;-49;1;31;-49;50;26;-50;50;37;37;-50;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,911;77,317;78,001;11;NA;NA;NA;0;1;2;12;13;13;20;14,227;93,765;94,356;13;0;1;2;NA;NA;NA;21;21;35;14;15,011;139,379;140,301;13;0;1;2;NA;NA;NA;29;29;16;11;50;1;1;20;10;1;1;8;50;20;NA;4;1;1;1;4;2;1;1;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,424;65,645;67,154;8;6;2;"";6;5;6;18,115;37,859;38,462;16;4;4;2;2;18,702;56,951;57,59;18;4;4;4;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;"";"easy";"ns";"s";"s";2;3;1;NA;NA;NA;NA;3;1;2;NA;NA;NA;NA;NA;1;2;1;NA;NA;NA;NA;NA;NA;NA;NA;1;0;"2. The Civic Coalition";NA;0,5;0;7;7;6;0;0;0;1;0;0;0;0;0;0,111111111111111;1;0;0;5,66666666666667
"669";669;586;2024-04-18 05:00:37;0,899999976158142;1;18;0;3;50;32;32;-32;1;35;-8;-50;-50;50;9;-50;-35;50;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,967;12,793;13,75;4;NA;NA;NA;0;2;1;-27;-19;-13;24;0,687;31,988;33,367;5;0;2;1;NA;NA;NA;12;18;14;-15;1,435;21,431;22,326;4;NA;NA;NA;1;2;1;-33;-34;-33;20;700;1;0,1;20;100;1;10;4;10;20;NA;4;4;5;7;1;1;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,939;31,5;32,153;6;5;NA;NA;NA;NA;NA;2;"";6;6;3;NA;NA;NA;NA;NA;NA;NA;NA;2,959;12,376;12,902;9;5;5;3;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,266;14,839;15,899;10;5;5;5;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"easy";"ns";"s";"ns";1;3;NA;1;NA;NA;NA;2;3;1;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;1;0;"2. The Civic Coalition";NA;0,5;0,5;3;1;2,66666666666667;0;0;1;1;1;0;1;1;0;0,555555555555556;1;0,666666666666667;1;5
"670";670;817;2024-04-18 05:24:18;1;1;45;1;2;-18;50;3;-45;1;-41;-27;-50;37;-49;48;50;43;-50;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;30,028;66,915;67,158;7;NA;NA;NA;0;2;1;33;14;50;50;26,212;82,005;83,002;6;NA;NA;NA;1;2;1;8;-48;15;50;4,628;72,821;74,574;16;0;2;1;NA;NA;NA;20;-41;50;50;100;100;5;5;100;9;5;8;5;20;NA;1;1;1;1;4;4;1;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,971;24,301;25,273;4;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;"";5;6;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,025;13,18;13,9;11;6;4;7;1;21,128;34,509;35,201;13;5;5;7;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;4;"";"easy";"ns";"ns";"s";3;2;1;NA;NA;NA;NA;2;1;3;NA;NA;NA;1;NA;NA;NA;NA;2;1;NA;NA;NA;NA;NA;NA;0;1;"4. Law & Justice";NA;0;0;7;7;5;0;0;0;0;1;0;0;0;0;0,111111111111111;1;0;0;5,66666666666667
"671";671;1045;2024-04-18 05:39:42;0,899999976158142;1;23;0;4;34;20;-9;34;1;9;13;12;-20;25;-50;50;-32;-30;4;"kot";6,857;127,577;133,491;18;0;2;1;NA;NA;NA;-19;24;-50;-16;2,779;14,921;15,865;4;NA;NA;NA;0;2;1;-49;-31;-50;23;3,815;25,572;26,583;6;NA;NA;NA;1;2;1;-30;-14;-50;25;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,003;10;0,1;2;100;0;0;4;50;15;4;2;6;4;6;5;3;4;3;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,679;23,725;24,468;10;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;"";5;4;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,324;21,967;22,692;9;7;6;1;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,174;27,853;30,642;9;2;2;1;3;1;3;"";"hard";"s";"ns";"ns";2;3;NA;1;1;3;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;2;0;0;"3. The Third Way";0,5;0;1;4;2;2,66666666666667;0;1;1;0;1;0;1;0;0;0,444444444444444;1;0,333333333333333;1;3,66666666666667
"672";672;77;2024-04-18 05:49:15;0,899999976158142;1;18;0;3;NA;NA;NA;NA;NA;NA;-22;-50;-31;32;-6;-34;-43;50;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"";"";"";"";1;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"673";673;964;2024-04-18 05:50:16;0,400000005960464;1;27;0;4;11;11;1;6;1;9;-37;-22;18;15;20;25;17;12;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"";"hard";"s";"ns";"s";2;1;1;NA;1;2;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;NA
"674";674;1398;2024-04-18 05:50:46;0,899999976158142;1;42;0;2;50;50;32;-50;1;43;-16;19;27;-50;10;36;11;-37;4;"Kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,645;120,386;121,002;8;NA;NA;NA;0;1;2;23;14;-50;50;1,332;238,969;239,685;6;1;1;2;NA;NA;NA;23;33;-50;50;2,952;135,453;136,259;3;1;1;2;NA;NA;NA;27;27;-50;50;500;1;1;20;100;9;80;8;50;20;4;4;4;1;7;3;3;1;1;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;34,857;65,525;66,163;4;7;NA;NA;NA;NA;NA;5;"";4;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;28,938;40,949;41,501;11;7;7;1;4;NA;NA;NA;NA;NA;NA;NA;NA;23,656;38,634;39,101;10;7;7;1;7;NA;NA;NA;NA;NA;NA;NA;NA;1;3;"";"easy";"ns";"s";"s";3;2;1;NA;NA;NA;NA;1;2;3;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;1;1;"5. Conf. Liberty & Ind.";0,5;0,5;0,5;7;1;4;1;0;0;1;1;0;0;0;0;0,333333333333333;1;0;0;4,66666666666667
"675";675;1347;2024-04-18 06:00:32;1;1;36;1;4;10;-12;31;-31;1;41;-9;-20;9;-19;-50;42;-9;-30;4;"kot";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;308,135;308,135;310,036;1;NA;NA;NA;0;1;2;19;10;42;-10;85,13;85,13;86,951;1;0;1;2;NA;NA;NA;27;10;42;-30;171,119;171,119;172,339;1;1;1;2;NA;NA;NA;19;13;39;-6;500;10;0,1;20;100;19;100;8;10;20;2;2;4;2;6;6;6;3;5;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,432;20,432;21,503;1;5;NA;NA;NA;NA;NA;2;"";5;4;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,826;26,298;27,469;7;5;7;2;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,573;27,965;28,902;6;2;1;3;2;NA;NA;NA;NA;NA;NA;NA;NA;1;2;"";"easy";"ns";"s";"s";1;2;1;NA;NA;NA;NA;1;3;2;NA;NA;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;1;0;"2. The Civic Coalition";0;0;0,5;6;2;3,33333333333333;1;1;1;1;1;0;0;1;0;0,666666666666667;1;0,333333333333333;1;5
